id,prop,cls,choice,correct
7,80,piano,piano,1
7,40,stool,lamp,0
7,60,chair,chair,1
7,100,stool,stool,1
7,80,lamp,lamp,1
7,60,piano,piano,1
7,60,cup,cup,1
7,100,person,person,1
7,100,bottle,bottle,1
7,50,lamp,lamp,1
7,40,person,person,1
7,80,bowl,cup,0
7,80,bottle,bottle,1
7,40,airplane,airplane,1
7,80,chair,chair,1
7,20,lamp,lamp,1
7,20,piano,piano,1
7,60,stool,lamp,0
7,100,chair,chair,1
7,40,bowl,bowl,1
7,30,airplane,airplane,1
7,30,bottle,bottle,1
7,50,airplane,airplane,1
7,20,airplane,airplane,1
7,40,bottle,bottle,1
7,50,person,person,1
7,30,piano,piano,1
7,40,cup,bottle,0
7,100,cup,cup,1
7,20,cup,cup,1
7,50,bottle,bottle,1
7,100,table,table,1
7,80,table,table,1
7,80,airplane,airplane,1
7,40,lamp,lamp,1
7,30,stool,stool,1
7,60,bottle,bottle,1
6,60,bowl,bowl,1
6,80,person,person,1
6,80,piano,piano,1
6,40,airplane,airplane,1
6,30,bowl,bowl,1
6,30,bottle,bottle,1
6,40,cup,cup,1
6,20,lamp,lamp,1
6,50,lamp,lamp,1
6,60,chair,chair,1
6,100,bowl,bowl,1
6,100,person,person,1
6,40,stool,stool,1
6,50,table,table,1
6,30,airplane,airplane,1
6,40,person,person,1
6,60,lamp,lamp,1
6,60,stool,stool,1
6,50,piano,piano,1
6,50,stool,stool,1
6,50,cup,cup,1
6,60,bottle,bottle,1
6,20,bowl,bowl,1
6,50,chair,chair,1
6,20,cup,cup,1
6,40,chair,chair,1
6,20,chair,chair,1
6,100,stool,stool,1
6,100,piano,piano,1
6,60,person,person,1
6,40,bottle,cup,0
6,100,cup,cup,1
6,80,bowl,cup,0
6,80,chair,chair,1
6,80,lamp,lamp,1
6,20,person,person,1
6,80,bottle,bottle,1
6,100,table,table,1
6,30,stool,stool,1
6,60,airplane,airplane,1
6,40,bowl,cup,0
6,20,airplane,airplane,1
6,20,piano,piano,1
6,60,cup,cup,1
6,100,airplane,airplane,1
6,30,piano,piano,1
6,50,bottle,bottle,1
6,50,airplane,airplane,1
6,30,person,person,1
6,40,table,table,1
6,80,stool,stool,1
6,30,cup,stool,0
6,40,piano,piano,1
6,20,stool,stool,1
6,30,lamp,lamp,1
6,50,bowl,bowl,1
6,100,bottle,bottle,1
6,100,chair,chair,1
6,80,airplane,airplane,1
6,20,table,table,1
6,60,piano,piano,1
6,20,bottle,bottle,1
6,60,table,table,1
6,30,table,table,1
6,40,lamp,lamp,1
6,50,person,person,1
6,30,chair,chair,1
6,80,table,table,1
6,100,lamp,lamp,1
6,80,cup,cup,1
8,20,table,airplane,0
8,50,piano,chair,0
8,40,chair,bowl,0
8,60,person,person,1
8,100,bowl,bowl,1
8,40,airplane,airplane,1
8,20,lamp,lamp,1
8,80,bottle,stool,0
8,60,cup,bottle,0
8,80,table,chair,0
8,50,cup,cup,1
8,80,lamp,lamp,1
8,60,piano,chair,0
8,60,chair,chair,1
8,30,piano,cup,0
8,100,bottle,bottle,1
8,50,person,bowl,0
8,40,piano,chair,0
8,20,stool,cup,0
8,30,bottle,stool,0
8,20,airplane,bottle,0
8,80,piano,table,0
8,40,person,person,1
8,50,lamp,cup,0
8,100,lamp,lamp,1
8,60,bottle,airplane,0
8,50,bottle,chair,0
8,30,cup,person,0
8,40,bowl,cup,0
8,30,chair,table,0
8,80,airplane,airplane,1
8,100,stool,stool,1
8,80,stool,stool,1
8,20,piano,chair,0
8,20,cup,cup,1
8,80,bowl,bowl,1
8,40,bottle,cup,0
8,20,bowl,bowl,1
8,100,piano,table,0
8,50,bowl,bowl,1
8,30,person,person,1
8,30,lamp,cup,0
8,80,chair,chair,1
8,60,lamp,cup,0
8,100,airplane,airplane,1
8,80,cup,cup,1
8,100,person,person,1
8,40,cup,stool,0
8,100,cup,cup,1
8,80,person,person,1
8,40,stool,cup,0
8,50,stool,stool,1
8,100,table,table,1
8,60,table,table,1
8,30,airplane,airplane,1
8,30,stool,stool,1
8,20,bottle,bottle,1
8,20,chair,table,0
8,50,chair,chair,1
8,20,person,person,1
8,40,table,table,1
8,30,table,table,1
8,50,airplane,airplane,1
8,60,airplane,airplane,1
8,40,lamp,lamp,1
8,60,stool,stool,1
8,30,bowl,bowl,1
8,100,chair,cup,0
8,60,bowl,cup,0
8,50,table,table,1
9,50,piano,piano,1
9,100,chair,chair,1
9,50,bottle,cup,0
9,80,bowl,bowl,1
9,20,stool,lamp,0
9,40,bottle,bottle,1
9,100,person,person,1
9,100,airplane,airplane,1
9,50,table,table,1
9,100,cup,cup,1
9,20,cup,cup,1
9,80,piano,piano,1
9,20,airplane,airplane,1
9,80,table,table,1
9,60,bottle,cup,0
9,20,bowl,bowl,1
9,50,cup,lamp,0
9,60,cup,cup,1
9,30,chair,chair,1
9,80,bottle,lamp,0
9,60,person,person,1
9,30,bottle,bottle,1
9,50,chair,chair,1
9,30,airplane,airplane,1
9,80,person,person,1
9,80,airplane,airplane,1
9,40,piano,stool,0
9,20,table,table,1
9,30,table,table,1
9,80,chair,chair,1
9,80,cup,cup,1
9,20,piano,table,0
9,50,lamp,cup,0
9,20,bottle,bottle,1
9,100,bowl,bowl,1
9,60,bowl,bowl,1
9,60,piano,bowl,0
9,60,lamp,lamp,1
9,40,stool,lamp,0
9,60,stool,lamp,0
9,20,chair,chair,1
9,50,person,person,1
9,100,stool,stool,1
9,20,person,person,1
9,50,airplane,airplane,1
9,60,table,table,1
9,30,cup,cup,1
9,60,airplane,airplane,1
9,40,chair,chair,1
9,30,stool,stool,1
9,100,table,table,1
9,40,airplane,airplane,1
9,40,lamp,lamp,1
9,20,lamp,lamp,1
9,50,bowl,bowl,1
9,40,cup,cup,1
9,40,table,table,1
9,80,lamp,lamp,1
9,30,bowl,bowl,1
9,80,stool,stool,1
9,100,lamp,lamp,1
9,60,chair,chair,1
9,50,stool,stool,1
9,30,lamp,lamp,1
9,40,bowl,bottle,0
9,100,bottle,bottle,1
9,30,piano,table,0
9,40,person,person,1
9,30,person,person,1
9,100,piano,piano,1
11,80,cup,bottle,0
11,100,airplane,airplane,1
11,60,chair,chair,1
11,50,piano,piano,1
11,20,table,table,1
11,80,person,person,1
11,30,stool,stool,1
11,60,cup,bottle,0
11,100,cup,cup,1
11,60,stool,lamp,0
11,30,piano,table,0
11,100,bottle,bottle,1
11,80,table,table,1
11,40,chair,chair,1
11,20,bowl,bowl,1
11,80,bottle,bottle,1
11,50,person,person,1
11,30,cup,stool,0
11,30,chair,chair,1
11,80,chair,chair,1
11,100,table,table,1
11,50,bottle,bottle,1
11,100,lamp,lamp,1
11,80,airplane,airplane,1
11,60,bottle,bottle,1
11,50,lamp,chair,0
11,100,stool,stool,1
11,20,stool,chair,0
11,100,bowl,bowl,1
11,60,person,person,1
11,80,bowl,bowl,1
11,80,piano,piano,1
11,20,cup,cup,1
11,30,person,person,1
11,30,bowl,bowl,1
11,60,piano,chair,0
11,50,bowl,bowl,1
11,40,airplane,airplane,1
11,60,airplane,airplane,1
11,40,bottle,bottle,1
11,20,lamp,lamp,1
11,50,chair,chair,1
11,80,lamp,lamp,1
11,100,chair,chair,1
11,30,airplane,airplane,1
11,20,bottle,bottle,1
11,50,table,table,1
11,50,airplane,airplane,1
11,30,lamp,stool,0
11,40,piano,chair,0
11,20,piano,piano,1
11,100,piano,piano,1
11,100,person,person,1
11,80,stool,stool,1
11,30,bottle,bottle,1
11,40,cup,chair,0
11,30,table,table,1
11,60,lamp,lamp,1
11,20,airplane,airplane,1
11,20,chair,chair,1
11,40,stool,stool,1
11,60,bowl,bowl,1
11,20,person,person,1
11,40,lamp,lamp,1
11,60,table,table,1
11,50,stool,stool,1
11,40,bowl,bowl,1
11,50,cup,cup,1
11,40,person,person,1
11,40,table,table,1
10,80,bowl,bowl,1
10,50,chair,chair,1
10,30,table,chair,0
10,100,person,bottle,0
10,20,cup,bowl,0
10,30,lamp,bottle,0
10,30,piano,chair,0
10,50,cup,bottle,0
10,40,bowl,cup,0
10,80,lamp,airplane,0
10,80,piano,chair,0
10,100,piano,chair,0
10,30,person,airplane,0
10,100,cup,cup,1
10,50,lamp,cup,0
10,100,bowl,bowl,1
10,60,lamp,cup,0
10,100,airplane,airplane,1
10,60,bottle,cup,0
10,40,airplane,airplane,1
10,50,bottle,cup,0
10,100,bottle,bottle,1
10,80,table,chair,0
10,40,chair,chair,1
10,20,chair,chair,1
10,30,stool,chair,0
10,20,lamp,cup,0
10,60,person,bottle,0
10,50,airplane,airplane,1
10,30,bottle,bottle,1
10,40,stool,cup,0
10,20,stool,cup,0
10,80,cup,bowl,0
10,60,chair,chair,1
10,60,bowl,bowl,1
10,40,table,chair,0
10,80,airplane,airplane,1
10,100,lamp,bowl,0
10,50,piano,chair,0
10,60,airplane,airplane,1
10,40,piano,chair,0
10,30,cup,bowl,0
10,30,airplane,airplane,1
10,60,piano,chair,0
10,30,bowl,bowl,1
10,20,piano,chair,0
10,100,table,chair,0
10,80,chair,chair,1
10,60,table,chair,0
10,40,cup,cup,1
10,100,stool,chair,0
10,80,bottle,bottle,1
10,50,bowl,bowl,1
10,100,chair,chair,1
10,60,cup,cup,1
10,20,airplane,airplane,1
10,20,bowl,cup,0
10,50,table,chair,0
10,20,bottle,bottle,1
10,30,chair,chair,1
10,60,stool,chair,0
10,50,person,airplane,0
10,20,person,airplane,0
10,50,stool,chair,0
10,80,stool,chair,0
10,20,table,chair,0
10,40,lamp,cup,0
10,40,person,airplane,0
10,80,person,airplane,0
10,40,bottle,cup,0
12,30,bowl,bowl,1
12,60,airplane,airplane,1
12,20,bowl,person,0
12,60,stool,lamp,0
12,50,chair,chair,1
12,60,bowl,bowl,1
12,80,table,table,1
12,30,chair,chair,1
12,30,bottle,bottle,1
12,40,table,table,1
12,50,cup,cup,1
12,100,airplane,airplane,1
12,50,lamp,lamp,1
12,60,bottle,bottle,1
12,80,person,person,1
12,40,bottle,bottle,1
12,40,person,person,1
12,100,lamp,lamp,1
12,40,airplane,airplane,1
12,40,lamp,lamp,1
12,80,cup,cup,1
12,100,chair,chair,1
12,80,airplane,airplane,1
12,100,person,person,1
12,40,cup,chair,0
12,80,stool,lamp,0
12,20,person,person,1
12,60,person,person,1
12,30,lamp,lamp,1
12,60,piano,piano,1
12,60,table,table,1
12,80,bottle,bottle,1
12,20,chair,chair,1
12,60,lamp,lamp,1
12,20,lamp,lamp,1
12,30,piano,airplane,0
12,80,piano,chair,0
12,50,bowl,cup,0
12,50,piano,piano,1
12,50,airplane,airplane,1
12,40,piano,table,0
12,50,bottle,bottle,1
12,20,bottle,bottle,1
12,30,cup,chair,0
12,60,chair,stool,0
12,50,stool,stool,1
12,20,stool,lamp,0
12,100,stool,stool,1
12,40,chair,chair,1
12,60,cup,stool,0
12,80,bowl,cup,0
12,20,table,chair,0
12,80,lamp,lamp,1
12,80,chair,chair,1
12,100,bottle,bottle,1
12,100,piano,piano,1
12,20,cup,chair,0
12,30,table,table,1
12,100,bowl,bowl,1
12,100,table,table,1
12,30,airplane,airplane,1
12,50,person,person,1
12,30,stool,stool,1
12,100,cup,cup,1
12,20,piano,piano,1
12,40,stool,lamp,0
12,40,bowl,bowl,1
12,50,table,table,1
12,20,airplane,airplane,1
12,30,person,person,1
13,50,person,person,1
13,40,table,table,1
13,100,table,stool,0
13,50,airplane,airplane,1
13,100,chair,chair,1
13,80,airplane,chair,0
13,40,person,person,1
13,30,stool,stool,1
13,100,piano,piano,1
13,40,lamp,lamp,1
13,80,cup,cup,1
13,100,airplane,airplane,1
13,80,lamp,lamp,1
13,60,table,table,1
13,30,airplane,airplane,1
13,20,airplane,airplane,1
13,20,stool,lamp,0
13,60,piano,piano,1
13,50,lamp,lamp,1
13,40,cup,cup,1
13,60,bowl,bowl,1
13,20,cup,cup,1
13,30,bottle,bottle,1
13,30,piano,bowl,0
13,100,lamp,lamp,1
13,60,person,person,1
13,60,bottle,bottle,1
13,100,bottle,bottle,1
13,30,cup,cup,1
13,20,table,table,1
13,30,lamp,lamp,1
13,60,lamp,lamp,1
13,40,airplane,airplane,1
13,50,chair,chair,1
13,20,piano,table,0
13,50,bottle,bottle,1
13,100,person,person,1
13,50,table,table,1
13,80,table,table,1
13,50,bowl,cup,0
13,60,chair,chair,1
13,80,chair,chair,1
13,40,bottle,cup,0
13,40,piano,piano,1
13,100,bowl,cup,0
13,20,bottle,bottle,1
13,40,stool,lamp,0
13,60,stool,lamp,0
13,20,lamp,lamp,1
13,80,stool,stool,1
13,50,piano,piano,1
13,50,cup,cup,1
13,60,airplane,airplane,1
13,80,piano,piano,1
13,20,chair,chair,1
13,40,chair,chair,1
13,100,stool,stool,1
13,40,bowl,cup,0
13,50,stool,stool,1
13,80,bottle,bottle,1
13,80,bowl,cup,0
13,30,chair,chair,1
13,20,person,person,1
13,30,person,person,1
13,80,person,person,1
13,30,table,table,1
13,20,bowl,cup,0
13,100,cup,cup,1
13,60,cup,cup,1
13,30,bowl,cup,0
14,60,airplane,airplane,1
14,100,table,table,1
14,80,airplane,airplane,1
14,80,table,table,1
14,100,stool,stool,1
14,30,chair,chair,1
14,60,table,table,1
14,40,lamp,lamp,1
14,80,bowl,bowl,1
14,100,chair,chair,1
14,50,piano,piano,1
14,50,person,person,1
14,40,table,table,1
14,80,stool,lamp,0
14,30,piano,piano,1
14,30,cup,stool,0
14,80,cup,cup,1
14,20,lamp,lamp,1
14,50,bottle,stool,0
14,40,bowl,bowl,1
14,40,cup,bottle,0
14,60,stool,lamp,0
14,80,lamp,lamp,1
14,60,chair,chair,1
14,40,airplane,airplane,1
14,30,lamp,lamp,1
14,20,table,chair,0
14,100,person,person,1
14,40,person,person,1
14,60,bottle,bottle,1
14,80,chair,chair,1
14,100,airplane,airplane,1
14,60,cup,cup,1
14,40,piano,piano,1
14,50,bowl,bowl,1
14,50,cup,cup,1
14,20,airplane,airplane,1
14,20,bowl,bowl,1
14,50,airplane,airplane,1
14,60,piano,chair,0
14,100,bowl,bowl,1
14,50,stool,stool,1
14,20,person,person,1
14,100,cup,cup,1
14,20,bottle,bottle,1
14,30,table,table,1
14,60,lamp,lamp,1
14,80,bottle,bottle,1
14,50,table,table,1
14,30,airplane,airplane,1
14,40,bottle,bottle,1
14,30,bowl,bowl,1
14,80,piano,piano,1
14,100,lamp,lamp,1
14,20,stool,lamp,0
14,100,piano,piano,1
14,20,cup,cup,1
14,50,chair,chair,1
14,60,person,person,1
14,20,piano,piano,1
14,50,lamp,lamp,1
14,30,person,person,1
14,20,chair,chair,1
14,30,bottle,bottle,1
14,100,bottle,bottle,1
14,60,bowl,bowl,1
14,80,person,person,1
14,40,chair,chair,1
14,40,stool,lamp,0
14,30,stool,stool,1
18,20,airplane,airplane,1
18,40,person,person,1
18,60,bottle,bottle,1
18,20,cup,cup,1
18,80,airplane,airplane,1
18,60,table,table,1
18,40,cup,lamp,0
18,50,bowl,bowl,1
18,30,table,table,1
18,50,stool,stool,1
18,40,chair,chair,1
18,20,person,person,1
18,30,lamp,lamp,1
18,40,bowl,bowl,1
18,20,lamp,lamp,1
18,40,stool,lamp,0
18,60,cup,chair,0
18,80,cup,bottle,0
18,30,bottle,bottle,1
18,40,bottle,stool,0
18,60,chair,chair,1
18,80,lamp,lamp,1
18,80,person,person,1
18,60,piano,piano,1
18,60,airplane,airplane,1
18,30,bowl,bowl,1
18,20,stool,stool,1
18,60,lamp,lamp,1
18,100,cup,cup,1
18,100,chair,chair,1
18,50,chair,chair,1
18,100,bowl,bowl,1
18,100,person,person,1
18,100,airplane,airplane,1
18,30,airplane,airplane,1
18,40,piano,piano,1
18,50,lamp,lamp,1
18,80,bowl,bowl,1
18,40,airplane,airplane,1
18,50,bottle,lamp,0
18,20,chair,chair,1
18,40,table,table,1
18,80,stool,stool,1
18,50,airplane,airplane,1
18,80,chair,chair,1
18,20,piano,table,0
18,80,bottle,lamp,0
18,50,table,table,1
18,100,table,table,1
18,30,person,person,1
18,60,bowl,bowl,1
18,30,piano,piano,1
18,80,table,stool,0
18,30,stool,stool,1
18,20,bowl,bowl,1
18,80,piano,piano,1
18,20,bottle,bottle,1
18,100,piano,piano,1
18,100,bottle,bottle,1
18,50,person,person,1
18,20,table,table,1
18,50,cup,lamp,0
18,60,person,person,1
18,100,stool,stool,1
18,50,piano,piano,1
18,30,cup,stool,0
18,100,lamp,lamp,1
18,30,chair,chair,1
18,40,lamp,lamp,1
18,60,stool,lamp,0
19,60,person,person,1
19,20,piano,piano,1
19,30,piano,chair,0
19,50,lamp,lamp,1
19,80,airplane,airplane,1
19,30,table,table,1
19,40,stool,lamp,0
19,30,person,person,1
19,20,cup,person,0
19,60,table,table,1
19,60,chair,chair,1
19,100,stool,stool,1
19,100,airplane,airplane,1
19,40,airplane,airplane,1
19,20,chair,chair,1
19,100,bottle,bottle,1
19,40,bowl,cup,0
19,40,bottle,bottle,1
19,80,person,person,1
19,50,person,person,1
19,20,bottle,bottle,1
19,40,table,table,1
19,30,bowl,cup,0
19,40,lamp,lamp,1
19,80,stool,stool,1
19,30,stool,stool,1
19,80,cup,cup,1
19,50,cup,cup,1
19,30,airplane,airplane,1
19,80,bowl,cup,0
19,40,cup,cup,1
19,50,stool,stool,1
19,40,person,person,1
19,100,table,table,1
19,60,lamp,lamp,1
19,100,piano,table,0
19,20,airplane,airplane,1
19,80,table,table,1
19,30,bottle,bottle,1
19,60,cup,cup,1
19,20,table,piano,0
19,30,cup,cup,1
19,50,piano,piano,1
19,20,lamp,lamp,1
19,60,bowl,bowl,1
19,60,airplane,airplane,1
19,50,airplane,airplane,1
19,100,bowl,bowl,1
19,20,person,person,1
19,60,bottle,bottle,1
19,50,bowl,cup,0
19,40,piano,table,0
19,20,bowl,bowl,1
19,30,chair,chair,1
19,50,bottle,lamp,0
19,80,chair,chair,1
19,100,cup,cup,1
19,60,piano,table,0
19,100,person,person,1
19,80,bottle,bottle,1
19,60,stool,lamp,0
19,80,lamp,lamp,1
19,50,chair,chair,1
19,100,lamp,lamp,1
19,100,chair,chair,1
19,20,stool,stool,1
19,50,table,table,1
19,30,lamp,lamp,1
19,40,chair,chair,1
19,80,piano,piano,1
21,40,bowl,bowl,1
21,60,airplane,airplane,1
21,40,piano,chair,0
21,60,bottle,cup,0
21,40,person,bottle,0
21,50,chair,chair,1
21,60,table,chair,0
21,50,lamp,cup,0
21,100,bottle,bottle,1
21,60,bowl,bowl,1
21,30,stool,chair,0
21,80,piano,chair,0
21,40,cup,cup,1
21,50,person,airplane,0
21,20,person,bottle,0
21,30,piano,bowl,0
21,40,bottle,chair,0
21,40,lamp,lamp,1
21,30,person,person,1
21,30,table,table,1
21,80,person,person,1
21,80,table,table,1
21,80,chair,chair,1
21,20,chair,stool,0
21,50,cup,cup,1
21,20,table,table,1
21,50,airplane,airplane,1
21,80,cup,stool,0
21,80,stool,stool,1
21,50,bowl,bowl,1
21,30,airplane,airplane,1
21,80,bowl,bowl,1
21,100,chair,chair,1
21,30,cup,stool,0
21,40,stool,lamp,0
21,50,stool,stool,1
21,20,piano,chair,0
21,40,chair,chair,1
21,60,chair,chair,1
21,50,bottle,bottle,1
21,40,table,table,1
21,20,stool,stool,1
21,100,stool,stool,1
21,20,lamp,lamp,1
21,100,lamp,lamp,1
21,20,bottle,bottle,1
21,100,table,table,1
21,30,chair,chair,1
21,80,airplane,airplane,1
21,100,bowl,bowl,1
21,80,bottle,bottle,1
21,100,airplane,airplane,1
21,60,piano,table,0
21,40,airplane,airplane,1
21,100,person,person,1
21,20,bowl,bowl,1
21,20,airplane,airplane,1
21,100,cup,cup,1
21,30,lamp,lamp,1
21,50,piano,piano,1
21,60,stool,lamp,0
21,100,piano,table,0
21,60,cup,stool,0
21,30,bowl,bowl,1
21,30,bottle,bottle,1
21,80,lamp,lamp,1
21,60,lamp,lamp,1
21,50,table,table,1
21,60,person,person,1
21,20,cup,cup,1
23,60,airplane,airplane,1
23,50,bowl,lamp,0
23,100,chair,chair,1
