id,voxel,cls,choice,correct
28,0.05,stool,chair,0
28,0.01,airplane,airplane,1
28,0.05,person,person,1
28,0.2,table,table,1
28,0.01,lamp,lamp,1
28,0.2,lamp,stool,0
28,0.2,bowl,bowl,1
28,0.05,bottle,bottle,1
28,0.01,person,person,1
28,0.05,chair,chair,1
28,0.1,stool,stool,1
28,0.05,lamp,lamp,1
28,0.05,piano,chair,0
28,0.05,bowl,bowl,1
28,0.1,bowl,bowl,1
28,0.01,bottle,bottle,1
28,0.1,chair,chair,1
28,0.2,bottle,bottle,1
28,0.1,airplane,airplane,1
28,0.2,chair,chair,1
28,0.01,table,table,1
28,0.1,cup,cup,1
28,0.01,piano,piano,1
28,0.1,bottle,bottle,1
28,0.2,piano,piano,1
28,0.2,person,lamp,0
28,0.01,chair,chair,1
28,0.05,cup,cup,1
28,0.05,table,table,1
28,0.01,cup,cup,1
28,0.01,stool,stool,1
28,0.05,airplane,airplane,1
28,0.2,airplane,airplane,1
30,0.1,piano,airplane,0
30,0.01,stool,stool,1
30,0.2,airplane,airplane,1
30,0.2,piano,piano,1
30,0.1,cup,bottle,0
30,0.2,bottle,bottle,1
30,0.05,bottle,bottle,1
30,0.1,table,table,1
30,0.2,cup,cup,1
30,0.05,person,person,1
30,0.01,airplane,airplane,1
30,0.2,bowl,bowl,1
30,0.1,lamp,lamp,1
30,0.1,chair,chair,1
30,0.05,cup,cup,1
30,0.1,person,person,1
30,0.01,cup,cup,1
30,0.05,bowl,bowl,1
30,0.2,lamp,lamp,1
30,0.05,piano,piano,1
30,0.2,stool,chair,0
30,0.1,airplane,airplane,1
30,0.2,chair,chair,1
30,0.2,table,table,1
30,0.01,lamp,lamp,1
30,0.1,bowl,bowl,1
30,0.01,person,person,1
30,0.2,person,person,1
30,0.05,lamp,lamp,1
30,0.05,stool,stool,1
30,0.05,table,table,1
30,0.01,bowl,bowl,1
30,0.01,chair,chair,1
30,0.01,bottle,bottle,1
30,0.01,table,table,1
30,0.05,chair,chair,1
30,0.05,airplane,airplane,1
30,0.01,piano,piano,1
30,0.1,bottle,bottle,1
30,0.1,stool,chair,0
31,0.05,stool,chair,0
31,0.2,bowl,bowl,1
31,0.01,stool,lamp,0
31,0.01,cup,cup,1
31,0.1,airplane,airplane,1
31,0.05,cup,cup,1
31,0.1,person,person,1
31,0.1,bowl,bowl,1
31,0.01,piano,piano,1
31,0.05,piano,piano,1
31,0.01,bottle,bottle,1
31,0.1,stool,chair,0
31,0.1,piano,table,0
31,0.1,chair,chair,1
31,0.2,piano,piano,1
31,0.01,table,table,1
31,0.01,bowl,bowl,1
31,0.01,airplane,airplane,1
31,0.05,airplane,airplane,1
31,0.2,person,person,1
31,0.2,cup,stool,0
31,0.01,person,person,1
31,0.05,bottle,bottle,1
31,0.01,lamp,lamp,1
31,0.1,lamp,lamp,1
31,0.1,bottle,bottle,1
31,0.05,table,table,1
31,0.05,bowl,bowl,1
31,0.2,airplane,airplane,1
31,0.2,stool,stool,1
31,0.05,person,person,1
31,0.1,cup,cup,1
31,0.2,lamp,stool,0
31,0.2,table,table,1
31,0.2,bottle,bottle,1
31,0.1,table,table,1
31,0.01,chair,chair,1
31,0.05,chair,chair,1
31,0.2,chair,chair,1
31,0.05,lamp,lamp,1
32,0.01,chair,chair,1
32,0.2,cup,piano,0
32,0.1,lamp,lamp,1
32,0.1,person,person,1
32,0.05,airplane,airplane,1
32,0.2,piano,piano,1
32,0.01,lamp,lamp,1
32,0.1,bowl,table,0
32,0.1,airplane,airplane,1
32,0.05,cup,stool,0
32,0.2,chair,chair,1
32,0.1,cup,cup,1
32,0.01,bottle,bottle,1
32,0.01,stool,lamp,0
32,0.2,bottle,bottle,1
32,0.01,table,table,1
32,0.01,bowl,bowl,1
32,0.2,lamp,lamp,1
32,0.05,person,person,1
32,0.2,airplane,airplane,1
32,0.1,table,stool,0
32,0.1,stool,chair,0
32,0.05,stool,stool,1
32,0.1,piano,piano,1
32,0.05,bowl,bowl,1
32,0.01,person,bowl,0
32,0.01,cup,cup,1
32,0.1,bottle,bottle,1
32,0.05,table,table,1
32,0.2,bowl,bowl,1
32,0.1,chair,chair,1
32,0.2,table,table,1
32,0.05,lamp,lamp,1
32,0.05,chair,chair,1
32,0.01,piano,piano,1
32,0.2,stool,person,0
32,0.01,airplane,airplane,1
32,0.05,bottle,bottle,1
32,0.2,person,lamp,0
32,0.05,piano,piano,1
33,0.01,piano,piano,1
33,0.01,airplane,airplane,1
33,0.2,cup,stool,0
33,0.2,bottle,stool,0
33,0.01,person,person,1
33,0.01,bowl,bowl,1
33,0.1,person,person,1
33,0.1,stool,stool,1
33,0.01,table,table,1
33,0.05,piano,piano,1
33,0.01,lamp,lamp,1
33,0.1,airplane,airplane,1
33,0.1,lamp,lamp,1
33,0.2,table,stool,0
33,0.2,person,person,1
33,0.01,bottle,bottle,1
33,0.05,cup,cup,1
33,0.05,lamp,lamp,1
33,0.1,bottle,bottle,1
33,0.2,chair,piano,0
33,0.2,airplane,table,0
33,0.05,person,person,1
33,0.05,bottle,bottle,1
33,0.01,stool,stool,1
33,0.05,table,stool,0
33,0.05,stool,chair,0
33,0.05,airplane,airplane,1
33,0.2,stool,stool,1
33,0.01,cup,cup,1
33,0.2,bowl,bottle,0
33,0.05,chair,chair,1
33,0.1,table,stool,0
33,0.01,chair,chair,1
33,0.1,bowl,bowl,1
33,0.05,bowl,bowl,1
33,0.1,piano,stool,0
33,0.1,chair,chair,1
33,0.2,piano,piano,1
33,0.2,lamp,lamp,1
33,0.1,cup,stool,0
36,0.2,bowl,bowl,1
36,0.05,airplane,airplane,1
36,0.1,airplane,airplane,1
36,0.01,piano,piano,1
36,0.1,chair,chair,1
36,0.2,bottle,bottle,1
36,0.01,chair,chair,1
36,0.1,bowl,bowl,1
36,0.05,table,piano,0
36,0.05,cup,cup,1
36,0.01,cup,bowl,0
36,0.2,airplane,airplane,1
36,0.2,cup,chair,0
36,0.05,chair,chair,1
36,0.01,person,person,1
36,0.1,bottle,bottle,1
36,0.1,cup,cup,1
36,0.2,table,table,1
36,0.05,bowl,bowl,1
36,0.01,airplane,airplane,1
36,0.05,piano,piano,1
36,0.2,person,stool,0
36,0.2,piano,piano,1
36,0.2,stool,chair,0
36,0.05,person,person,1
36,0.05,lamp,lamp,1
36,0.1,person,person,1
36,0.2,lamp,lamp,1
36,0.01,bowl,bowl,1
36,0.01,lamp,lamp,1
36,0.2,chair,chair,1
36,0.1,table,piano,0
36,0.1,piano,piano,1
36,0.1,stool,person,0
36,0.01,stool,chair,0
36,0.1,lamp,lamp,1
36,0.05,bottle,bottle,1
36,0.01,bottle,bottle,1
36,0.01,table,table,1
36,0.05,stool,stool,1
37,0.1,stool,stool,1
37,0.2,lamp,lamp,1
37,0.2,person,person,1
37,0.2,bowl,table,0
37,0.1,bottle,bottle,1
37,0.05,person,person,1
37,0.05,lamp,lamp,1
37,0.05,cup,cup,1
37,0.01,bowl,bowl,1
37,0.1,table,table,1
37,0.01,chair,chair,1
37,0.1,person,person,1
37,0.1,bowl,bowl,1
37,0.1,chair,chair,1
37,0.2,cup,stool,0
37,0.05,airplane,airplane,1
37,0.05,stool,stool,1
37,0.2,piano,piano,1
37,0.2,stool,piano,0
37,0.05,table,table,1
37,0.01,cup,cup,1
37,0.01,person,person,1
37,0.2,airplane,table,0
37,0.01,airplane,airplane,1
37,0.05,bowl,bowl,1
37,0.2,table,table,1
37,0.05,chair,chair,1
37,0.1,cup,cup,1
37,0.05,bottle,bottle,1
37,0.01,lamp,lamp,1
37,0.2,bottle,bottle,1
37,0.1,airplane,airplane,1
37,0.01,table,table,1
37,0.01,piano,piano,1
37,0.1,lamp,lamp,1
37,0.05,piano,piano,1
37,0.2,chair,chair,1
37,0.01,bottle,bottle,1
37,0.1,piano,piano,1
37,0.01,stool,chair,0
38,0.1,airplane,airplane,1
38,0.1,stool,stool,1
38,0.05,bowl,bowl,1
38,0.05,piano,piano,1
38,0.1,cup,lamp,0
38,0.05,airplane,airplane,1
38,0.2,table,table,1
38,0.01,airplane,airplane,1
38,0.1,table,table,1
38,0.05,cup,cup,1
38,0.05,table,table,1
38,0.05,person,person,1
38,0.1,bottle,bottle,1
38,0.01,chair,chair,1
38,0.1,chair,chair,1
38,0.01,stool,stool,1
38,0.2,airplane,airplane,1
38,0.1,piano,piano,1
38,0.01,cup,lamp,0
38,0.01,person,person,1
38,0.1,lamp,lamp,1
38,0.1,bowl,bowl,1
38,0.01,piano,piano,1
38,0.05,chair,chair,1
38,0.1,person,person,1
38,0.2,bowl,bowl,1
38,0.2,cup,lamp,0
38,0.2,piano,piano,1
38,0.01,bowl,bowl,1
38,0.01,lamp,lamp,1
38,0.2,lamp,lamp,1
38,0.2,stool,chair,0
38,0.2,chair,chair,1
38,0.2,person,table,0
38,0.01,table,table,1
38,0.05,stool,lamp,0
38,0.05,bottle,bottle,1
38,0.05,lamp,lamp,1
38,0.2,bottle,bottle,1
38,0.01,bottle,bottle,1
39,0.05,stool,stool,1
39,0.01,bowl,bowl,1
39,0.1,cup,cup,1
39,0.05,lamp,lamp,1
39,0.2,airplane,table,0
39,0.05,airplane,airplane,1
39,0.1,lamp,lamp,1
39,0.01,bottle,bottle,1
39,0.01,chair,chair,1
39,0.01,lamp,lamp,1
39,0.1,chair,chair,1
39,0.01,cup,cup,1
39,0.1,person,person,1
39,0.05,cup,cup,1
39,0.01,airplane,airplane,1
39,0.05,piano,piano,1
39,0.2,cup,cup,1
39,0.05,chair,chair,1
39,0.1,table,table,1
39,0.2,chair,chair,1
39,0.1,stool,stool,1
39,0.2,stool,chair,0
39,0.01,person,person,1
39,0.2,person,lamp,0
39,0.2,lamp,lamp,1
39,0.1,bowl,bowl,1
39,0.05,table,table,1
39,0.1,airplane,airplane,1
39,0.1,bottle,bottle,1
39,0.1,piano,piano,1
39,0.05,bowl,bowl,1
39,0.05,bottle,bottle,1
39,0.01,table,table,1
39,0.05,person,person,1
39,0.01,piano,piano,1
39,0.2,table,table,1
39,0.2,bowl,bowl,1
39,0.2,piano,piano,1
39,0.01,stool,chair,0
39,0.2,bottle,stool,0
40,0.01,bottle,bottle,1
40,0.05,person,person,1
40,0.05,airplane,airplane,1
40,0.05,bottle,bottle,1
40,0.1,bottle,bottle,1
40,0.1,stool,stool,1
40,0.2,cup,cup,1
40,0.01,table,table,1
40,0.05,lamp,lamp,1
40,0.01,airplane,airplane,1
40,0.1,lamp,lamp,1
40,0.05,chair,chair,1
40,0.2,person,stool,0
40,0.2,lamp,lamp,1
40,0.1,chair,chair,1
40,0.2,airplane,table,0
40,0.2,bowl,bowl,1
40,0.1,person,person,1
40,0.01,chair,chair,1
40,0.2,table,table,1
40,0.05,table,table,1
40,0.2,piano,bowl,0
40,0.01,stool,chair,0
40,0.01,person,person,1
40,0.1,piano,piano,1
40,0.1,bowl,bowl,1
40,0.05,bowl,bowl,1
40,0.1,cup,cup,1
40,0.2,stool,stool,1
40,0.01,lamp,lamp,1
40,0.01,piano,piano,1
40,0.05,stool,stool,1
40,0.01,cup,cup,1
40,0.01,bowl,bowl,1
40,0.05,cup,cup,1
40,0.1,airplane,airplane,1
40,0.2,bottle,bottle,1
40,0.2,chair,chair,1
40,0.1,table,table,1
40,0.05,piano,chair,0
41,0.01,stool,chair,0
41,0.05,stool,stool,1
41,0.05,table,table,1
41,0.1,bowl,bowl,1
41,0.01,lamp,lamp,1
41,0.2,bowl,bowl,1
41,0.2,person,chair,0
41,0.05,chair,chair,1
41,0.01,piano,piano,1
41,0.1,bottle,bottle,1
41,0.01,table,table,1
41,0.01,bottle,bottle,1
41,0.1,stool,stool,1
41,0.1,person,person,1
41,0.01,cup,cup,1
41,0.05,lamp,person,0
41,0.01,person,person,1
41,0.01,chair,chair,1
41,0.2,lamp,lamp,1
41,0.01,airplane,airplane,1
41,0.1,piano,piano,1
41,0.05,cup,cup,1
41,0.05,bottle,bottle,1
41,0.1,airplane,airplane,1
41,0.2,cup,lamp,0
41,0.2,airplane,airplane,1
41,0.05,bowl,bowl,1
41,0.1,cup,person,0
41,0.1,table,table,1
41,0.1,chair,chair,1
41,0.2,piano,piano,1
41,0.05,airplane,airplane,1
41,0.1,lamp,lamp,1
41,0.01,bowl,bowl,1
41,0.2,table,table,1
41,0.2,bottle,bottle,1
41,0.05,person,person,1
41,0.2,chair,chair,1
41,0.05,piano,piano,1
41,0.2,stool,person,0
42,0.2,stool,lamp,0
42,0.05,chair,chair,1
42,0.2,airplane,table,0
42,0.2,person,bowl,0
42,0.05,airplane,airplane,1
42,0.2,cup,piano,0
42,0.01,piano,piano,1
42,0.05,person,person,1
42,0.01,lamp,lamp,1
42,0.1,lamp,lamp,1
42,0.01,bowl,bowl,1
42,0.1,person,person,1
42,0.1,table,piano,0
42,0.01,bottle,bottle,1
42,0.05,stool,stool,1
42,0.2,chair,chair,1
42,0.2,bottle,table,0
42,0.2,lamp,lamp,1
42,0.1,bowl,bowl,1
42,0.1,stool,chair,0
42,0.05,cup,cup,1
42,0.1,chair,chair,1
42,0.1,piano,piano,1
42,0.01,cup,cup,1
42,0.1,bottle,bottle,1
42,0.05,table,table,1
42,0.05,bottle,bottle,1
42,0.01,table,table,1
42,0.05,lamp,lamp,1
42,0.01,person,person,1
42,0.1,airplane,airplane,1
42,0.2,piano,piano,1
42,0.01,stool,stool,1
42,0.01,airplane,airplane,1
42,0.2,bowl,table,0
42,0.05,bowl,bowl,1
42,0.05,piano,piano,1
42,0.01,chair,chair,1
42,0.1,cup,cup,1
42,0.2,table,table,1
43,0.1,piano,table,0
43,0.01,bottle,bottle,1
43,0.01,table,table,1
43,0.1,cup,cup,1
43,0.05,piano,piano,1
43,0.01,lamp,lamp,1
43,0.2,lamp,bottle,0
43,0.1,chair,chair,1
43,0.01,stool,stool,1
43,0.01,piano,piano,1
43,0.01,bowl,bowl,1
43,0.01,airplane,airplane,1
43,0.1,bowl,bowl,1
43,0.2,stool,chair,0
43,0.2,chair,chair,1
43,0.05,lamp,lamp,1
43,0.2,table,table,1
43,0.05,bowl,bowl,1
43,0.2,bowl,bowl,1
43,0.1,stool,lamp,0
43,0.1,person,person,1
43,0.1,lamp,lamp,1
43,0.2,bottle,bottle,1
43,0.05,table,table,1
43,0.05,airplane,airplane,1
43,0.01,person,person,1
43,0.05,cup,bowl,0
43,0.2,airplane,table,0
43,0.2,person,stool,0
43,0.05,person,person,1
43,0.2,piano,table,0
43,0.01,chair,chair,1
43,0.05,bottle,bottle,1
43,0.05,chair,chair,1
43,0.2,cup,table,0
43,0.1,airplane,airplane,1
43,0.01,cup,cup,1
43,0.1,table,table,1
43,0.05,stool,stool,1
43,0.1,bottle,bottle,1
44,0.05,chair,chair,1
44,0.01,piano,piano,1
44,0.05,table,table,1
44,0.2,stool,stool,1
44,0.01,bowl,bowl,1
44,0.2,person,person,1
44,0.2,bowl,bowl,1
44,0.01,bottle,bottle,1
44,0.05,cup,cup,1
44,0.1,piano,piano,1
44,0.1,airplane,airplane,1
44,0.1,chair,chair,1
44,0.01,stool,chair,0
44,0.2,table,table,1
44,0.1,bottle,bottle,1
44,0.01,airplane,airplane,1
44,0.05,lamp,lamp,1
44,0.2,chair,chair,1
44,0.01,cup,cup,1
44,0.01,chair,chair,1
44,0.05,piano,piano,1
44,0.1,lamp,lamp,1
44,0.2,bottle,bottle,1
44,0.01,person,person,1
44,0.01,table,table,1
44,0.1,cup,cup,1
44,0.1,bowl,bowl,1
44,0.05,bottle,bottle,1
44,0.1,table,table,1
44,0.1,stool,stool,1
44,0.2,airplane,airplane,1
44,0.01,lamp,lamp,1
44,0.05,stool,stool,1
44,0.2,piano,piano,1
44,0.05,airplane,airplane,1
44,0.05,person,person,1
44,0.05,bowl,bowl,1
44,0.2,cup,chair,0
44,0.2,lamp,lamp,1
44,0.1,person,person,1
45,0.2,lamp,table,0
45,0.2,bottle,bottle,1
45,0.01,airplane,airplane,1
45,0.05,airplane,bowl,0
45,0.05,cup,cup,1
45,0.1,stool,stool,1
45,0.2,person,person,1
45,0.1,lamp,lamp,1
45,0.01,piano,piano,1
45,0.1,piano,chair,0
45,0.01,bowl,bowl,1
45,0.1,bowl,bowl,1
45,0.01,table,table,1
45,0.05,person,person,1
45,0.2,cup,cup,1
45,0.05,stool,stool,1
45,0.01,bottle,bottle,1
45,0.2,bowl,bowl,1
45,0.1,bottle,bottle,1
45,0.01,lamp,lamp,1
45,0.01,chair,chair,1
45,0.01,stool,stool,1
45,0.05,bowl,bowl,1
45,0.05,lamp,lamp,1
45,0.01,cup,bowl,0
45,0.1,cup,cup,1
45,0.01,person,person,1
45,0.2,table,table,1
45,0.1,airplane,airplane,1
45,0.2,stool,chair,0
45,0.2,piano,piano,1
45,0.2,chair,chair,1
45,0.05,bottle,bottle,1
45,0.05,piano,piano,1
45,0.05,table,table,1
45,0.1,person,person,1
45,0.1,table,table,1
45,0.2,airplane,airplane,1
45,0.05,chair,chair,1
45,0.1,chair,chair,1
47,0.1,table,table,1
47,0.1,person,person,1
47,0.01,piano,piano,1
47,0.05,airplane,airplane,1
47,0.05,bowl,bowl,1
47,0.01,person,person,1
47,0.1,lamp,lamp,1
47,0.01,cup,cup,1
47,0.2,cup,cup,1
47,0.1,cup,cup,1
47,0.1,stool,stool,1
47,0.2,piano,piano,1
47,0.05,cup,cup,1
47,0.1,airplane,airplane,1
47,0.01,stool,chair,0
47,0.2,bottle,bottle,1
47,0.1,piano,piano,1
47,0.1,chair,chair,1
47,0.1,bottle,person,0
47,0.01,lamp,lamp,1
47,0.2,table,table,1
47,0.2,lamp,lamp,1
47,0.05,lamp,lamp,1
47,0.05,chair,chair,1
47,0.01,bowl,bowl,1
47,0.05,bottle,bottle,1
47,0.2,airplane,airplane,1
47,0.2,person,person,1
47,0.2,stool,chair,0
47,0.01,airplane,airplane,1
47,0.05,piano,piano,1
47,0.05,stool,stool,1
47,0.01,bottle,bottle,1
47,0.05,person,person,1
47,0.01,chair,chair,1
47,0.2,chair,chair,1
47,0.1,bowl,bowl,1
47,0.05,table,table,1
47,0.2,bowl,bowl,1
47,0.01,table,table,1
52,0.05,lamp,lamp,1
52,0.2,cup,person,0
52,0.2,airplane,piano,0
52,0.1,person,person,1
52,0.2,lamp,lamp,1
52,0.01,stool,stool,1
52,0.2,bottle,bottle,1
52,0.05,piano,piano,1
52,0.05,cup,cup,1
52,0.01,piano,piano,1
52,0.1,stool,chair,0
52,0.05,bottle,bottle,1
52,0.1,bottle,bottle,1
52,0.2,chair,chair,1
52,0.01,airplane,airplane,1
52,0.2,stool,chair,0
52,0.2,table,table,1
52,0.01,bowl,bowl,1
52,0.05,stool,stool,1
52,0.1,cup,cup,1
52,0.01,person,person,1
52,0.1,airplane,airplane,1
52,0.01,table,table,1
52,0.2,person,lamp,0
52,0.05,person,person,1
52,0.1,bowl,bowl,1
52,0.05,airplane,airplane,1
52,0.01,lamp,lamp,1
52,0.2,piano,piano,1
52,0.1,piano,piano,1
52,0.1,table,table,1
52,0.1,chair,table,0
52,0.01,cup,cup,1
52,0.2,bowl,cup,0
52,0.05,chair,chair,1
52,0.05,table,table,1
52,0.1,lamp,lamp,1
52,0.05,bowl,bowl,1
52,0.01,chair,chair,1
52,0.01,bottle,bottle,1
53,0.05,bottle,bottle,1
53,0.05,lamp,lamp,1
53,0.01,piano,chair,0
53,0.01,bowl,bowl,1
53,0.01,table,stool,0
53,0.2,cup,person,0
53,0.05,piano,piano,1
53,0.05,bowl,bowl,1
53,0.01,person,person,1
53,0.05,chair,chair,1
53,0.01,chair,chair,1
53,0.2,lamp,lamp,1
53,0.2,stool,table,0
53,0.2,bowl,bowl,1
53,0.1,bowl,bowl,1
53,0.2,bottle,bottle,1
53,0.1,lamp,stool,0
53,0.2,piano,piano,1
53,0.1,person,person,1
53,0.1,cup,cup,1
53,0.05,stool,stool,1
53,0.1,airplane,airplane,1
53,0.05,airplane,airplane,1
53,0.05,person,person,1
53,0.01,cup,cup,1
53,0.1,table,table,1
53,0.2,chair,chair,1
53,0.05,table,table,1
53,0.1,stool,stool,1
53,0.01,lamp,lamp,1
53,0.2,table,chair,0
53,0.05,cup,cup,1
53,0.2,person,person,1
53,0.01,airplane,airplane,1
53,0.01,stool,stool,1
53,0.1,chair,chair,1
53,0.2,airplane,airplane,1
53,0.1,bottle,person,0
53,0.01,bottle,bottle,1
53,0.1,piano,piano,1
54,0.05,chair,chair,1
54,0.01,table,table,1
54,0.2,table,table,1
54,0.1,bottle,bottle,1
54,0.01,stool,stool,1
54,0.2,lamp,lamp,1
54,0.2,airplane,bowl,0
54,0.2,cup,table,0
54,0.2,chair,chair,1
54,0.2,piano,table,0
54,0.2,stool,chair,0
54,0.01,bottle,bottle,1
54,0.05,table,table,1
54,0.05,piano,piano,1
54,0.1,airplane,airplane,1
54,0.05,bottle,bottle,1
54,0.1,table,table,1
54,0.2,person,person,1
54,0.1,piano,piano,1
54,0.1,chair,chair,1
54,0.01,piano,piano,1
54,0.1,person,person,1
54,0.01,lamp,lamp,1
54,0.05,airplane,airplane,1
54,0.01,airplane,airplane,1
54,0.2,bowl,bowl,1
54,0.01,chair,chair,1
54,0.1,stool,stool,1
54,0.1,cup,cup,1
54,0.05,bowl,bowl,1
54,0.05,cup,cup,1
54,0.05,person,person,1
54,0.2,bottle,bottle,1
54,0.01,bowl,bowl,1
54,0.01,cup,cup,1
54,0.05,stool,stool,1
54,0.1,lamp,cup,0
54,0.1,bowl,bowl,1
54,0.01,person,person,1
54,0.05,lamp,lamp,1
56,0.01,chair,chair,1
56,0.2,piano,piano,1
56,0.01,table,table,1
56,0.2,airplane,airplane,1
56,0.01,bottle,bottle,1
56,0.1,bowl,cup,0
56,0.05,cup,cup,1
56,0.2,lamp,lamp,1
56,0.01,airplane,airplane,1
56,0.2,table,table,1
56,0.05,chair,chair,1
56,0.05,piano,piano,1
56,0.01,person,person,1
56,0.2,bottle,bottle,1
56,0.1,cup,stool,0
56,0.2,cup,bowl,0
56,0.01,piano,piano,1
56,0.01,cup,cup,1
56,0.05,person,person,1
56,0.01,bowl,bowl,1
56,0.1,table,table,1
56,0.1,person,person,1
56,0.05,lamp,lamp,1
56,0.1,piano,piano,1
56,0.1,airplane,airplane,1
56,0.01,lamp,stool,0
56,0.05,bottle,bottle,1
56,0.2,bowl,chair,0
56,0.2,person,person,1
56,0.01,stool,person,0
56,0.05,table,table,1
56,0.05,bowl,bowl,1
56,0.2,chair,person,0
56,0.1,stool,chair,0
56,0.1,bottle,stool,0
56,0.2,stool,chair,0
56,0.1,lamp,lamp,1
56,0.05,airplane,airplane,1
56,0.1,chair,chair,1
56,0.05,stool,chair,0
57,0.2,table,table,1
57,0.2,airplane,table,0
57,0.2,bowl,bowl,1
57,0.05,piano,table,0
57,0.05,person,person,1
57,0.01,table,table,1
57,0.01,stool,chair,0
57,0.2,stool,lamp,0
57,0.05,lamp,lamp,1
57,0.2,piano,piano,1
57,0.01,bowl,bowl,1
57,0.1,airplane,airplane,1
57,0.01,person,person,1
57,0.01,lamp,lamp,1
57,0.2,bottle,bottle,1
57,0.05,chair,chair,1
57,0.1,chair,chair,1
57,0.01,cup,cup,1
57,0.05,table,table,1
57,0.01,chair,chair,1
57,0.1,cup,bottle,0
57,0.05,stool,stool,1
57,0.1,bowl,bowl,1
57,0.2,chair,chair,1
57,0.1,person,person,1
57,0.2,cup,cup,1
57,0.01,bottle,bottle,1
57,0.1,lamp,lamp,1
57,0.2,person,person,1
57,0.05,cup,cup,1
57,0.05,bottle,bottle,1
57,0.01,airplane,airplane,1
57,0.1,table,table,1
57,0.1,stool,chair,0
57,0.2,lamp,lamp,1
57,0.1,bottle,bottle,1
57,0.05,airplane,airplane,1
57,0.01,piano,piano,1
57,0.05,bowl,bowl,1
57,0.1,piano,piano,1
58,0.1,bottle,bottle,1
58,0.1,airplane,airplane,1
58,0.2,chair,chair,1
58,0.1,piano,piano,1
58,0.2,airplane,person,0
58,0.05,lamp,lamp,1
58,0.1,table,table,1
58,0.05,stool,chair,0
58,0.05,table,table,1
58,0.1,bowl,bowl,1
58,0.05,cup,cup,1
58,0.05,chair,chair,1
58,0.2,bowl,bowl,1
58,0.01,chair,chair,1
58,0.2,stool,person,0
58,0.01,airplane,airplane,1
58,0.01,person,person,1
58,0.01,lamp,lamp,1
58,0.05,bowl,bowl,1
58,0.05,airplane,airplane,1
58,0.05,piano,piano,1
58,0.2,bottle,bottle,1
58,0.1,chair,chair,1
58,0.01,bottle,bottle,1
58,0.01,cup,cup,1
58,0.2,cup,bottle,0
58,0.2,table,table,1
58,0.01,stool,chair,0
58,0.2,person,person,1
58,0.01,piano,stool,0
58,0.1,stool,person,0
58,0.1,cup,cup,1
58,0.1,lamp,lamp,1
58,0.01,table,table,1
58,0.05,person,person,1
58,0.05,bottle,bottle,1
58,0.1,person,person,1
58,0.01,bowl,bowl,1
58,0.2,lamp,stool,0
58,0.2,piano,stool,0
60,0.01,airplane,airplane,1
60,0.2,chair,chair,1
60,0.1,lamp,lamp,1
60,0.2,cup,cup,1
60,0.1,piano,piano,1
60,0.2,airplane,table,0
60,0.05,piano,piano,1
60,0.2,person,bottle,0
60,0.05,bowl,bowl,1
60,0.05,cup,bottle,0
60,0.2,piano,piano,1
60,0.05,airplane,airplane,1
60,0.1,bottle,bottle,1
60,0.01,table,table,1
60,0.1,person,person,1
60,0.1,table,table,1
60,0.01,bottle,bottle,1
60,0.1,airplane,airplane,1
60,0.01,person,person,1
60,0.05,stool,chair,0
60,0.05,lamp,lamp,1
60,0.01,chair,chair,1
60,0.05,bottle,bottle,1
60,0.2,bottle,bottle,1
60,0.01,lamp,lamp,1
60,0.1,stool,stool,1
60,0.2,lamp,lamp,1
60,0.2,stool,stool,1
60,0.2,table,chair,0
60,0.01,bowl,bowl,1
60,0.01,stool,stool,1
60,0.1,cup,cup,1
60,0.1,bowl,bottle,0
60,0.01,piano,piano,1
60,0.05,chair,chair,1
60,0.1,chair,chair,1
60,0.05,person,person,1
60,0.01,cup,cup,1
60,0.05,table,piano,0
60,0.2,bowl,bowl,1
61,0.01,airplane,airplane,1
61,0.1,lamp,lamp,1
61,0.2,person,person,1
61,0.1,table,table,1
61,0.01,cup,cup,1
61,0.01,piano,piano,1
61,0.05,cup,stool,0
61,0.2,piano,piano,1
61,0.05,person,person,1
61,0.05,table,table,1
61,0.2,bottle,bottle,1
61,0.01,stool,stool,1
61,0.1,stool,chair,0
61,0.2,stool,person,0
61,0.2,bowl,table,0
61,0.01,bowl,bowl,1
61,0.05,lamp,lamp,1
61,0.01,person,person,1
61,0.2,lamp,lamp,1
61,0.05,piano,piano,1
61,0.2,airplane,airplane,1
61,0.05,bowl,bottle,0
61,0.01,chair,chair,1
61,0.2,table,table,1
61,0.01,bottle,bottle,1
61,0.05,airplane,airplane,1
61,0.1,bottle,bottle,1
61,0.1,bowl,bowl,1
61,0.05,chair,chair,1
61,0.2,cup,lamp,0
61,0.1,person,person,1
61,0.01,table,table,1
61,0.01,lamp,lamp,1
61,0.05,stool,stool,1
61,0.2,chair,chair,1
61,0.1,cup,cup,1
61,0.1,piano,piano,1
61,0.1,airplane,airplane,1
61,0.05,bottle,bottle,1
61,0.1,chair,chair,1
62,0.1,piano,airplane,0
62,0.01,airplane,airplane,1
62,0.2,chair,chair,1
62,0.05,airplane,airplane,1
62,0.1,person,bottle,0
62,0.01,person,person,1
62,0.05,stool,stool,1
62,0.01,lamp,lamp,1
62,0.2,piano,piano,1
62,0.01,stool,chair,0
62,0.05,table,table,1
62,0.1,bowl,bowl,1
62,0.01,piano,piano,1
62,0.05,piano,chair,0
62,0.05,cup,cup,1
62,0.2,airplane,table,0
62,0.05,bottle,bottle,1
62,0.2,lamp,lamp,1
62,0.1,cup,cup,1
